ARPU,Internet Usage,Voice Usage,SMS Usage,Customer Segment,Gender,Location,Age,Churn
391,410,359,236,Food,M,Chennai,25-30,29
209,433,483,451,Hacking,F,Delhi,65-70,24
422,408,241,377,Food,F,Jodhpur,25-30,95
435,453,407,374,Food,F,Chennai,45-50,64
274,493,329,416,Banking,M,Jodhpur,60-65,96
180,454,440,432,Travel,M,Pune,50-55,34
118,199,410,132,Banking,M,Mysore,40-45,86
211,353,425,476,Banking,F,Bangalore,20-25,18
316,158,423,293,Food,F,Mysore,40-45,67
436,345,453,358,Lifestyle,F,Chandigarh,30-35,48
438,288,253,174,War,F,Chennai,30-35,24
105,459,462,482,Travel,M,Jaipur,50-55,37
106,208,287,219,Lifestyle,M,Chandigarh,40-45,20
364,175,492,160,Food,F,Mumbai,35-40,89
330,417,311,347,War,F,Pune,65-70,16
108,223,156,316,Travel,M,Bangalore,60-65,46
494,291,165,166,Food,M,Jaipur,20-25,51
106,369,165,259,War,F,Mumbai,30-35,0
219,472,114,448,Banking,F,Delhi,35-40,70
282,428,127,195,Food,M,Pune,50-55,32
163,392,411,343,Hacking,M,Delhi,30-35,63
405,166,272,401,War,M,Chandigarh,55-60,75
416,391,234,485,War,F,Chandigarh,45-50,79
317,439,237,335,Food,M,Chennai,60-65,5
124,120,399,409,Food,M,Jodhpur,50-55,23
126,275,493,136,Hacking,M,Jodhpur,35-40,21
195,282,448,170,Food,M,Bangalore,45-50,99
338,288,214,111,Travel,F,Chandigarh,65-70,86
486,420,385,290,Banking,M,Chandigarh,25-30,24
433,385,219,474,War,F,Chennai,40-45,81
496,396,325,105,Hacking,F,Bangalore,65-70,79
439,144,479,118,Hacking,F,Jodhpur,65-70,9
422,407,234,274,Travel,M,Delhi,65-70,33
355,202,322,306,Banking,F,Chandigarh,65-70,69
224,480,261,253,Lifestyle,F,Delhi,50-55,92
111,382,385,115,Banking,F,Chandigarh,35-40,49
453,124,473,203,Banking,M,Mysore,25-30,83
383,191,115,290,Travel,F,Jaipur,45-50,44
266,326,399,185,Food,F,Mysore,45-50,9
340,363,485,262,War,M,Mysore,35-40,48
391,470,471,158,Travel,M,Delhi,30-35,52
183,458,219,322,Travel,M,Chennai,55-60,95
389,362,239,261,Lifestyle,F,Jodhpur,60-65,72
465,327,285,277,Lifestyle,M,Jodhpur,20-25,0
292,262,250,191,Hacking,M,Bangalore,60-65,28
407,165,407,445,War,F,Chennai,45-50,69
271,485,201,167,Banking,F,Chennai,35-40,86
131,326,271,206,War,F,Chennai,50-55,77
308,306,407,409,Food,F,Bangalore,35-40,1
446,294,333,295,Travel,M,Pune,50-55,61
478,225,376,251,Banking,F,Pune,45-50,77
121,389,453,195,War,M,Chandigarh,35-40,58
129,175,326,305,War,M,Jaipur,45-50,61
363,157,494,275,Hacking,F,Delhi,50-55,15
423,188,393,399,Banking,F,Chandigarh,60-65,22
292,167,247,385,Lifestyle,F,Chandigarh,55-60,20
219,408,431,455,Hacking,M,Chandigarh,20-25,52
149,125,442,289,Hacking,M,Delhi,45-50,7
210,297,274,445,Banking,M,Bangalore,55-60,1
104,273,310,122,War,M,Delhi,40-45,27
130,466,414,288,Banking,M,Pune,25-30,16
398,389,178,319,Lifestyle,M,Jaipur,35-40,44
484,196,212,171,Banking,M,Chandigarh,55-60,3
416,445,198,278,Travel,F,Bangalore,55-60,18
459,147,377,281,Banking,F,Mysore,20-25,19
206,138,122,326,Hacking,M,Bangalore,55-60,19
329,288,128,386,Travel,M,Chandigarh,20-25,73
300,330,434,193,Travel,M,Bangalore,55-60,98
289,228,261,356,Lifestyle,F,Mumbai,60-65,94
368,386,173,166,War,M,Jaipur,40-45,19
451,276,470,133,Banking,F,Mysore,65-70,27
312,296,429,307,Food,F,Jodhpur,55-60,47
388,484,264,276,Hacking,F,Jodhpur,35-40,76
427,294,195,243,Lifestyle,F,Mysore,35-40,56
297,384,286,487,Food,M,Jodhpur,25-30,10
362,130,142,129,Banking,M,Chennai,35-40,58
342,109,405,444,War,F,Chandigarh,25-30,72
338,189,373,398,Lifestyle,F,Chennai,60-65,35
220,272,215,482,Food,F,Mumbai,20-25,50
171,448,233,241,War,M,Jaipur,35-40,5
226,114,405,244,Travel,M,Mumbai,20-25,2
492,353,266,321,Banking,F,Pune,60-65,95
386,455,257,210,War,F,Mysore,60-65,48
282,442,343,276,Food,F,Delhi,25-30,24
425,406,391,286,War,F,Bangalore,35-40,93
132,152,196,366,Banking,M,Mumbai,35-40,98
254,315,193,194,Banking,F,Bangalore,35-40,36
427,252,343,351,War,M,Mysore,65-70,53
163,210,361,266,Hacking,M,Delhi,35-40,73
183,120,265,148,Travel,F,Bangalore,35-40,28
427,305,338,478,Hacking,M,Mysore,60-65,64
493,160,403,296,Travel,F,Delhi,65-70,38
479,374,268,178,Hacking,F,Mumbai,40-45,72
159,199,357,269,Food,F,Chandigarh,55-60,50
133,171,361,494,Lifestyle,F,Mumbai,40-45,20
467,430,477,112,War,F,Pune,55-60,63
166,297,123,205,Lifestyle,M,Mysore,20-25,76
200,360,337,468,Hacking,F,Mumbai,45-50,64
222,204,485,241,Banking,F,Chennai,45-50,56
217,410,434,166,Travel,F,Chennai,65-70,69
204,438,260,425,Lifestyle,M,Chennai,55-60,74
377,274,375,201,War,F,Jodhpur,35-40,28
347,405,473,220,Food,M,Mumbai,25-30,73
435,452,340,399,Banking,M,Mysore,20-25,38
455,315,216,394,Hacking,F,Mysore,40-45,35
304,122,213,486,Travel,F,Mumbai,30-35,52
260,327,450,102,Banking,M,Chennai,55-60,95
208,119,428,112,Food,F,Bangalore,45-50,30
249,229,451,317,Banking,M,Chennai,35-40,6
301,110,398,400,Lifestyle,M,Chandigarh,35-40,60
459,460,262,349,Banking,M,Delhi,25-30,82
348,380,192,340,Food,F,Pune,35-40,99
330,416,261,315,Hacking,F,Chandigarh,25-30,75
470,109,286,212,War,M,Chandigarh,50-55,51
182,317,199,444,Lifestyle,F,Chennai,30-35,29
207,336,106,173,Banking,M,Delhi,35-40,27
445,460,441,291,Travel,M,Jodhpur,55-60,66
254,326,330,445,Travel,F,Bangalore,50-55,89
242,224,363,363,Travel,M,Delhi,60-65,10
139,408,406,178,Banking,F,Bangalore,35-40,43
466,420,273,349,Banking,M,Chennai,35-40,57
169,224,381,320,Food,M,Chennai,35-40,13
372,178,252,331,Lifestyle,F,Chandigarh,35-40,34
119,485,314,492,War,F,Jaipur,20-25,42
152,204,422,231,War,M,Jodhpur,30-35,38
137,426,215,148,War,M,Delhi,25-30,44
179,347,271,151,Banking,M,Pune,60-65,71
488,309,454,134,Lifestyle,M,Mumbai,30-35,10
479,277,457,216,War,F,Chennai,35-40,55
197,479,360,178,Travel,M,Jodhpur,45-50,97
314,225,414,213,Travel,F,Chennai,20-25,14
471,446,171,420,Lifestyle,M,Chandigarh,50-55,23
121,220,120,479,Food,F,Pune,55-60,89
498,205,202,495,Lifestyle,M,Chennai,65-70,20
246,489,235,395,Banking,M,Bangalore,55-60,68
282,414,438,214,Lifestyle,M,Jodhpur,45-50,40
338,453,243,120,War,M,Pune,50-55,71
114,336,419,248,War,M,Delhi,30-35,98
467,151,492,285,Lifestyle,M,Mysore,35-40,35
328,411,155,152,Lifestyle,M,Jodhpur,25-30,30
213,377,479,497,Food,M,Bangalore,60-65,17
477,282,430,227,War,M,Bangalore,45-50,77
406,205,230,255,Food,F,Jodhpur,65-70,3
298,440,360,304,Food,M,Mumbai,65-70,12
384,288,290,463,Food,F,Mysore,60-65,62
460,493,482,321,Banking,F,Delhi,40-45,4
213,492,451,151,Lifestyle,M,Chennai,40-45,34
467,324,343,208,Food,F,Chandigarh,40-45,22
169,358,309,400,Lifestyle,M,Pune,35-40,36
306,195,351,201,Hacking,F,Jodhpur,25-30,91
299,375,404,402,Hacking,F,Chandigarh,50-55,34
150,350,170,159,Travel,F,Bangalore,50-55,28
470,231,201,382,Travel,M,Mysore,25-30,53
359,299,484,120,Food,M,Jaipur,20-25,57
230,235,157,206,Banking,M,Mysore,65-70,21
318,252,283,364,Banking,M,Pune,55-60,31
454,342,161,267,Banking,M,Mumbai,25-30,59
192,214,497,107,Hacking,M,Chandigarh,25-30,8
490,166,323,126,Lifestyle,F,Mumbai,35-40,86
166,458,497,385,Food,F,Jodhpur,30-35,74
392,498,249,229,Banking,F,Pune,55-60,33
460,254,457,329,Travel,F,Jaipur,30-35,85
142,364,170,434,Banking,F,Delhi,50-55,16
466,140,305,177,Lifestyle,F,Jaipur,20-25,52
396,331,461,492,War,M,Chennai,45-50,37
222,396,279,119,Food,F,Delhi,50-55,78
116,464,194,225,Lifestyle,F,Pune,60-65,7
422,255,168,110,Banking,M,Chandigarh,60-65,90
240,446,255,218,Travel,M,Pune,55-60,66
482,250,117,325,Hacking,F,Mysore,45-50,88
385,145,197,465,War,F,Chandigarh,25-30,61
445,472,329,205,Food,M,Mysore,30-35,99
383,403,306,430,Hacking,F,Mumbai,45-50,98
381,188,473,185,War,F,Pune,35-40,44
219,460,188,341,Travel,M,Chennai,60-65,78
431,160,448,341,Hacking,M,Jodhpur,55-60,66
213,164,181,111,Lifestyle,M,Jodhpur,25-30,3
143,422,126,202,Food,F,Bangalore,40-45,88
130,379,415,451,Lifestyle,M,Jaipur,40-45,72
254,120,369,276,Banking,F,Delhi,60-65,96
106,203,474,381,Banking,M,Mumbai,40-45,25
140,473,260,362,Travel,F,Mumbai,65-70,87
427,335,452,162,Hacking,M,Delhi,55-60,14
443,298,250,277,Travel,F,Mumbai,65-70,70
215,497,243,206,Food,M,Chennai,35-40,88
452,367,125,108,Travel,F,Pune,40-45,59
324,313,125,370,Banking,M,Delhi,45-50,69
278,254,450,178,War,F,Mumbai,40-45,17
495,404,444,107,War,F,Chandigarh,35-40,54
289,464,458,232,Food,F,Chandigarh,35-40,77
476,108,306,234,Travel,M,Jaipur,65-70,49
282,229,224,363,Food,M,Pune,55-60,5
473,246,243,142,Food,F,Mysore,60-65,7
134,200,149,390,War,F,Mumbai,40-45,8
192,332,402,365,Lifestyle,M,Delhi,50-55,20
471,465,466,466,Lifestyle,F,Jaipur,45-50,34
436,423,406,269,Hacking,F,Bangalore,65-70,25
383,130,338,303,Hacking,M,Jodhpur,35-40,79
226,130,255,152,Hacking,F,Mysore,50-55,58
168,199,124,136,Food,M,Jodhpur,40-45,36
244,268,403,223,Banking,M,Chandigarh,30-35,61
287,137,264,336,Food,M,Bangalore,55-60,38
161,490,301,489,Banking,M,Delhi,25-30,56
274,244,438,193,Hacking,M,Chandigarh,60-65,25
124,189,161,126,Lifestyle,F,Bangalore,40-45,59
163,393,147,419,War,F,Jaipur,65-70,73
437,330,392,389,Hacking,F,Chandigarh,40-45,16
268,484,417,428,Hacking,F,Jodhpur,20-25,49
156,122,200,225,Travel,F,Jaipur,40-45,49
309,180,466,220,Lifestyle,F,Chennai,60-65,72
331,116,333,110,Banking,M,Mumbai,20-25,82
351,331,129,353,Travel,F,Delhi,45-50,58
169,355,163,269,War,M,Bangalore,50-55,74
129,286,460,326,Banking,M,Mysore,55-60,3
134,335,209,337,Travel,M,Bangalore,60-65,83
361,448,259,302,Lifestyle,M,Mumbai,50-55,42
356,228,258,260,Lifestyle,F,Jaipur,60-65,89
329,203,381,487,Lifestyle,M,Mysore,45-50,56
289,174,324,499,War,F,Jodhpur,25-30,65
465,278,402,136,Banking,F,Jaipur,30-35,21
373,483,157,196,War,F,Chandigarh,50-55,84
343,310,317,205,Hacking,F,Chandigarh,45-50,23
385,119,337,181,Food,F,Jaipur,60-65,97
280,486,398,271,Banking,M,Chennai,35-40,26
343,351,488,478,Hacking,F,Jodhpur,55-60,47
226,175,315,154,Lifestyle,F,Bangalore,55-60,50
135,156,140,409,Lifestyle,M,Mysore,25-30,13
360,327,160,241,Travel,M,Pune,45-50,48
370,131,299,385,War,M,Mysore,55-60,51
359,106,404,174,Travel,F,Pune,55-60,32
293,227,157,316,Hacking,M,Mumbai,30-35,23
204,209,390,104,Banking,F,Bangalore,50-55,34
302,125,162,368,Food,F,Chennai,25-30,30
471,465,332,353,Hacking,F,Bangalore,65-70,39
410,228,247,222,War,F,Bangalore,45-50,58
308,222,136,350,Travel,M,Jodhpur,65-70,80
375,459,105,118,Banking,M,Jodhpur,30-35,54
341,343,318,447,Lifestyle,F,Mysore,35-40,64
484,364,363,275,Food,M,Bangalore,60-65,30
322,424,412,286,War,M,Delhi,65-70,27
446,251,284,330,Lifestyle,F,Pune,35-40,42
491,158,315,346,Travel,F,Jaipur,55-60,3
146,295,239,490,Travel,M,Delhi,35-40,72
443,342,146,133,Food,F,Delhi,20-25,32
146,119,451,344,Banking,M,Mysore,30-35,74
211,175,311,408,Banking,M,Jaipur,50-55,94
160,197,322,170,Lifestyle,M,Jodhpur,40-45,44
134,145,216,165,Food,M,Chennai,55-60,3
421,203,158,110,Hacking,M,Delhi,20-25,15
410,355,333,306,Hacking,M,Chennai,30-35,14
275,362,369,413,Hacking,M,Bangalore,40-45,43
288,429,278,342,Banking,F,Mysore,60-65,69
477,341,228,122,Food,M,Mysore,55-60,51
102,309,326,339,Lifestyle,M,Jodhpur,40-45,48
148,240,184,167,Lifestyle,F,Mumbai,60-65,59
416,331,138,274,Hacking,M,Mumbai,30-35,7
185,422,214,438,Food,F,Chennai,35-40,75
310,419,203,183,Hacking,M,Mumbai,50-55,38
225,280,457,235,Travel,F,Mysore,60-65,64
331,397,409,497,Lifestyle,F,Bangalore,40-45,15
243,386,100,494,War,M,Chennai,45-50,31
364,317,165,238,Lifestyle,M,Jaipur,30-35,30
118,308,127,195,Travel,M,Pune,20-25,37
452,270,459,156,War,M,Mysore,60-65,79
103,445,168,101,Lifestyle,F,Chandigarh,60-65,16
390,223,393,266,Banking,F,Pune,40-45,25
314,386,275,134,Travel,M,Bangalore,30-35,52
389,374,478,496,Food,M,Mysore,35-40,88
469,160,274,193,War,M,Jaipur,65-70,16
132,387,375,471,Food,M,Pune,65-70,50
492,130,380,433,Banking,M,Pune,60-65,77
324,319,355,461,Food,M,Mysore,35-40,97
479,120,395,242,Lifestyle,F,Mumbai,20-25,26
147,487,202,316,War,M,Jodhpur,60-65,60
367,438,209,413,Hacking,M,Chennai,60-65,47
285,305,497,148,Lifestyle,M,Jaipur,50-55,26
112,414,107,170,Hacking,F,Chandigarh,25-30,15
497,439,205,272,Lifestyle,M,Jaipur,60-65,21
237,276,320,347,Banking,F,Bangalore,35-40,62
290,443,221,291,Travel,F,Mysore,60-65,90
283,119,228,445,War,F,Chennai,30-35,50
363,274,164,325,Hacking,F,Jodhpur,60-65,16
450,433,482,151,Food,M,Chandigarh,35-40,76
408,178,170,316,Food,F,Jodhpur,50-55,28
144,333,109,191,Lifestyle,M,Pune,25-30,34
271,414,225,210,Travel,F,Chennai,35-40,18
214,240,193,248,Food,F,Pune,65-70,60
303,182,145,153,Lifestyle,F,Bangalore,20-25,63
295,134,382,408,War,M,Jaipur,50-55,49
131,498,460,364,Food,F,Chennai,20-25,91
336,221,392,225,War,M,Delhi,40-45,37
484,461,432,274,Food,F,Bangalore,25-30,23
263,239,251,345,Banking,F,Pune,30-35,95
296,297,106,408,War,F,Bangalore,55-60,52
221,365,496,104,Travel,F,Mysore,60-65,28
221,243,437,238,Banking,F,Mumbai,55-60,83
474,347,297,482,Banking,M,Bangalore,60-65,43
101,325,467,278,War,M,Chandigarh,20-25,9
451,418,329,160,Banking,F,Delhi,25-30,4
267,189,193,250,Food,F,Chennai,25-30,16
167,150,488,455,Travel,F,Jodhpur,40-45,32
350,100,456,215,Travel,M,Pune,40-45,29
259,182,255,261,Travel,M,Mysore,30-35,3
261,375,161,215,Banking,F,Chennai,50-55,26
149,390,161,391,Banking,M,Jaipur,65-70,43
440,299,100,289,Banking,F,Jodhpur,55-60,47
399,255,378,390,Hacking,F,Jaipur,50-55,67
268,428,112,228,War,F,Delhi,30-35,21
412,387,245,473,Hacking,M,Mumbai,55-60,89
247,167,147,271,Lifestyle,M,Delhi,55-60,16
348,270,231,221,Food,F,Jaipur,50-55,36
496,272,386,366,Travel,F,Chandigarh,35-40,90
234,393,162,347,Lifestyle,M,Chandigarh,45-50,3
369,306,458,174,Banking,F,Jodhpur,55-60,46
436,187,109,231,Travel,F,Chennai,35-40,38
489,260,496,350,Travel,F,Delhi,20-25,54
306,148,118,310,Banking,F,Chandigarh,40-45,45
265,402,116,474,Travel,M,Mumbai,20-25,33
194,229,454,380,Travel,F,Jaipur,25-30,99
317,242,451,323,War,F,Chennai,35-40,44
427,353,161,413,Food,F,Jodhpur,40-45,24
474,435,352,132,War,F,Pune,35-40,68
200,277,184,143,Hacking,F,Bangalore,35-40,85
313,233,243,203,Travel,M,Chandigarh,50-55,14
175,302,212,283,Food,M,Mumbai,35-40,22
121,282,489,389,Lifestyle,M,Mumbai,30-35,24
395,375,323,449,War,M,Chandigarh,65-70,4
430,157,179,277,Food,M,Mumbai,20-25,85
234,425,147,469,Travel,F,Delhi,65-70,77
317,174,225,111,Lifestyle,F,Jaipur,60-65,12
486,335,202,348,Hacking,F,Jodhpur,35-40,17
230,335,340,159,War,F,Jaipur,20-25,16
108,209,150,326,Food,F,Pune,45-50,19
189,486,209,221,Travel,F,Mysore,55-60,50
476,234,294,315,Lifestyle,M,Chandigarh,60-65,71
449,429,401,170,Lifestyle,F,Chennai,50-55,17
159,366,279,264,Hacking,M,Jaipur,45-50,96
101,219,352,398,Travel,F,Jodhpur,50-55,7
477,181,351,343,War,M,Chennai,30-35,92
451,359,146,327,Travel,F,Delhi,30-35,28
499,369,140,453,Hacking,F,Chennai,60-65,31
429,367,138,193,War,M,Bangalore,20-25,90
457,311,228,499,Lifestyle,F,Jaipur,60-65,23
190,329,468,279,Hacking,F,Mumbai,30-35,71
271,431,217,263,War,M,Pune,50-55,63
125,427,198,470,War,F,Jodhpur,50-55,77
175,219,471,135,Banking,F,Pune,20-25,53
182,464,361,257,Banking,M,Jaipur,25-30,75
219,373,164,207,Banking,F,Delhi,20-25,28
247,376,419,101,Lifestyle,F,Jaipur,20-25,95
480,123,173,127,War,M,Chennai,20-25,62
251,331,311,496,Banking,F,Bangalore,60-65,94
384,202,321,434,Hacking,M,Pune,40-45,26
323,245,122,165,Lifestyle,F,Bangalore,60-65,85
394,341,384,440,Lifestyle,F,Mysore,50-55,13
206,119,392,117,Travel,F,Delhi,30-35,84
429,232,395,339,War,F,Pune,20-25,48
318,282,118,283,Lifestyle,M,Jodhpur,45-50,44
230,209,381,300,Hacking,M,Jaipur,50-55,81
161,287,419,333,Food,F,Mumbai,30-35,22
396,301,142,113,War,F,Jaipur,45-50,93
450,320,360,460,Lifestyle,M,Pune,30-35,93
203,228,110,123,Lifestyle,M,Mumbai,30-35,68
451,374,248,395,Banking,F,Pune,35-40,45
268,282,192,441,Banking,M,Pune,60-65,51
281,129,360,230,Lifestyle,M,Chennai,35-40,96
272,471,263,235,War,F,Bangalore,40-45,23
140,481,192,387,Banking,M,Mysore,30-35,57
106,492,367,161,Hacking,F,Bangalore,25-30,35
405,499,384,226,Food,M,Jodhpur,50-55,91
112,329,462,129,War,M,Delhi,55-60,61
156,146,152,493,War,F,Pune,50-55,58
261,125,294,222,Travel,F,Delhi,40-45,16
126,201,306,495,Food,M,Delhi,45-50,84
495,365,134,407,Lifestyle,F,Chennai,50-55,92
302,232,406,253,Banking,M,Mumbai,25-30,2
337,306,391,319,Lifestyle,F,Chennai,40-45,96
467,264,322,217,Banking,F,Bangalore,65-70,98
310,177,374,476,War,M,Chennai,45-50,24
311,472,234,345,Travel,F,Chandigarh,45-50,47
263,474,497,409,War,F,Mumbai,30-35,49
156,261,460,225,Food,F,Pune,30-35,34
347,154,195,328,Banking,M,Jodhpur,20-25,0
214,214,118,337,War,F,Jaipur,20-25,55
264,330,448,417,War,M,Delhi,25-30,54
296,178,231,176,Food,F,Delhi,50-55,31
168,274,188,235,Food,M,Bangalore,65-70,77
222,299,163,476,War,M,Delhi,35-40,49
495,352,448,324,Travel,F,Mysore,55-60,22
477,358,265,156,Travel,M,Jodhpur,60-65,60
104,300,198,473,War,F,Bangalore,55-60,57
407,338,267,124,Lifestyle,F,Pune,60-65,80
223,295,133,148,Food,M,Bangalore,55-60,48
453,342,356,195,Lifestyle,F,Pune,45-50,12
250,299,321,411,Food,M,Bangalore,55-60,95
171,189,434,435,War,M,Mumbai,40-45,10
249,420,344,487,War,M,Delhi,20-25,68
274,338,469,137,Lifestyle,M,Pune,25-30,25
439,236,259,455,Hacking,F,Mumbai,60-65,60
199,306,104,364,War,F,Pune,55-60,3
480,159,451,180,War,M,Bangalore,55-60,72
265,153,498,477,Food,M,Mumbai,55-60,15
365,292,309,450,War,M,Jodhpur,35-40,30
217,417,259,260,Travel,M,Delhi,40-45,45
495,101,143,426,Hacking,M,Bangalore,55-60,67
223,154,217,414,Banking,F,Mysore,35-40,46
176,475,353,339,War,M,Jaipur,20-25,27
290,422,415,361,Travel,M,Jodhpur,20-25,7
428,331,386,283,Lifestyle,F,Jodhpur,20-25,73
426,104,168,213,Travel,M,Mysore,40-45,48
356,122,438,486,Food,M,Mumbai,45-50,79
176,366,339,250,Food,M,Delhi,20-25,18
453,251,353,339,Banking,F,Mysore,30-35,80
268,438,110,334,War,F,Bangalore,65-70,15
305,435,321,155,Hacking,M,Chennai,35-40,85
258,253,434,476,War,M,Bangalore,25-30,56
245,212,301,138,War,M,Bangalore,20-25,10
448,174,458,294,Lifestyle,M,Delhi,25-30,77
116,293,436,265,Banking,F,Delhi,50-55,68
323,184,411,282,War,M,Pune,55-60,22
208,409,311,194,Food,M,Chennai,45-50,48
398,175,167,440,Travel,M,Delhi,20-25,4
296,201,438,297,Lifestyle,F,Mysore,25-30,3
325,256,144,326,Lifestyle,M,Chennai,60-65,28
387,176,253,275,Hacking,F,Bangalore,65-70,92
216,439,255,298,Lifestyle,M,Chennai,30-35,40
341,443,237,309,Banking,M,Jaipur,45-50,75
463,404,130,378,War,F,Bangalore,50-55,24
100,318,425,312,Hacking,F,Mysore,20-25,94
343,276,190,483,Hacking,M,Bangalore,55-60,31
190,294,416,431,War,M,Chandigarh,60-65,34
479,351,305,203,Food,M,Mysore,50-55,50
154,196,122,102,Hacking,M,Pune,20-25,66
202,312,225,452,Food,F,Chennai,20-25,82
368,154,300,370,Hacking,F,Jaipur,40-45,47
393,417,284,364,Food,M,Chennai,65-70,58
128,209,350,356,Lifestyle,M,Jodhpur,40-45,65
489,387,193,145,War,M,Bangalore,25-30,42
248,200,155,164,Banking,F,Bangalore,55-60,60
324,314,147,101,Lifestyle,F,Chennai,30-35,56
302,402,472,396,Travel,M,Jaipur,45-50,64
494,187,428,435,Travel,F,Pune,45-50,72
205,466,193,244,Lifestyle,M,Bangalore,35-40,15
423,346,334,304,War,F,Mysore,25-30,53
402,171,275,373,Food,F,Mysore,60-65,50
219,256,194,333,Travel,M,Mysore,40-45,86
311,248,237,386,Hacking,M,Bangalore,55-60,5
491,462,245,432,Lifestyle,M,Pune,55-60,75
204,339,278,238,Travel,M,Chandigarh,40-45,83
480,300,245,144,Hacking,M,Chandigarh,65-70,53
244,244,480,270,Banking,F,Chennai,35-40,38
432,200,301,350,Hacking,M,Mumbai,25-30,96
309,418,147,120,Banking,M,Delhi,35-40,24
489,108,462,446,Banking,F,Jodhpur,60-65,18
367,141,366,256,Travel,M,Chennai,60-65,59
400,116,183,362,Food,F,Jaipur,50-55,11
388,246,326,377,Hacking,M,Chandigarh,40-45,87
266,467,442,377,War,M,Mysore,60-65,8
120,413,467,432,War,F,Bangalore,25-30,39
279,238,393,464,Travel,M,Bangalore,20-25,82
163,110,448,162,Food,M,Delhi,25-30,80
144,253,331,475,Food,M,Jaipur,65-70,64
268,219,484,258,Travel,M,Pune,30-35,26
491,270,357,176,Banking,M,Mumbai,25-30,52
402,116,128,134,Lifestyle,M,Chennai,55-60,67
137,315,255,439,Banking,M,Jaipur,35-40,86
440,448,248,407,Travel,F,Jaipur,45-50,99
136,451,302,351,Travel,F,Mysore,55-60,92
431,250,361,147,Banking,M,Pune,35-40,92
324,484,122,211,Hacking,M,Mysore,35-40,5
236,438,325,124,Lifestyle,F,Jodhpur,20-25,80
409,262,196,117,Lifestyle,M,Mumbai,55-60,89
178,187,123,298,Lifestyle,F,Jodhpur,20-25,1
422,104,436,318,Lifestyle,M,Pune,50-55,8
332,392,108,172,Food,M,Delhi,25-30,27
406,369,175,472,Lifestyle,M,Jodhpur,30-35,58
215,217,406,302,Lifestyle,M,Mysore,65-70,5
172,339,131,413,Travel,F,Jaipur,45-50,93
338,305,261,278,Travel,M,Jaipur,45-50,26
481,147,425,433,Hacking,F,Mumbai,35-40,28
340,175,204,268,Hacking,M,Pune,45-50,74
248,357,373,308,Food,F,Mumbai,30-35,7
275,174,181,486,Lifestyle,M,Mumbai,45-50,83
427,171,112,475,War,F,Jaipur,20-25,31
331,145,115,484,Food,M,Chandigarh,65-70,98
139,289,465,461,War,F,Jodhpur,35-40,37
242,198,248,487,War,F,Delhi,45-50,73
310,261,451,216,War,M,Pune,60-65,38
461,455,471,178,Banking,F,Delhi,35-40,8
413,169,414,165,Travel,F,Delhi,30-35,41
191,279,457,358,Hacking,M,Chandigarh,20-25,44
387,157,391,379,Hacking,F,Mysore,20-25,45
126,277,489,147,Banking,F,Jaipur,25-30,71
427,458,393,332,Food,F,Mumbai,45-50,81
398,445,319,418,Travel,F,Chennai,35-40,11
398,459,461,436,Lifestyle,F,Pune,60-65,99
391,388,358,270,Hacking,F,Pune,55-60,69
164,173,248,162,Food,F,Bangalore,65-70,5
279,273,224,480,Travel,F,Mysore,25-30,10
348,122,169,274,Lifestyle,F,Delhi,65-70,51
129,196,479,112,Banking,F,Jaipur,25-30,41
301,390,352,153,Lifestyle,M,Bangalore,20-25,62
130,244,339,276,Banking,F,Mumbai,65-70,54
465,322,337,370,Lifestyle,F,Mumbai,40-45,85
334,387,168,317,Hacking,M,Chennai,20-25,94
173,279,203,303,Travel,F,Mysore,30-35,57
171,396,127,489,Hacking,M,Mumbai,65-70,63
257,128,368,136,Travel,F,Jaipur,55-60,0
283,181,264,415,Food,F,Pune,50-55,83
388,428,225,267,War,M,Jodhpur,45-50,55
466,320,276,486,Travel,F,Delhi,50-55,18
465,203,156,364,Travel,M,Mysore,40-45,44
337,144,187,251,Hacking,F,Chennai,50-55,61
293,196,378,132,Banking,M,Bangalore,45-50,72
126,231,465,457,Banking,F,Pune,25-30,38
325,495,115,378,Banking,M,Pune,20-25,18
361,448,308,470,Lifestyle,F,Jodhpur,65-70,76
164,465,446,372,War,M,Mumbai,55-60,45
314,140,384,299,Travel,M,Pune,25-30,53
250,375,208,469,Lifestyle,F,Chennai,45-50,77
466,306,163,314,Hacking,M,Jodhpur,35-40,84
282,143,339,382,Banking,F,Chennai,40-45,10
200,130,166,209,Banking,F,Jaipur,60-65,23
288,418,398,452,Banking,M,Jodhpur,55-60,18
217,291,180,247,Hacking,M,Pune,65-70,32
219,456,211,122,Travel,M,Pune,45-50,32
142,205,148,378,War,M,Mumbai,35-40,43
354,494,200,383,War,F,Bangalore,65-70,65
273,187,113,457,Travel,M,Mysore,35-40,57
335,391,490,341,Food,M,Delhi,30-35,62
307,366,333,181,Hacking,M,Pune,40-45,81
314,164,440,361,Lifestyle,F,Jaipur,20-25,11
227,420,388,194,War,F,Chandigarh,40-45,62
122,346,372,304,Travel,M,Pune,40-45,13
269,204,263,167,Banking,F,Delhi,50-55,40
190,301,359,426,Travel,F,Jaipur,30-35,89
144,320,348,114,Banking,F,Delhi,55-60,11
309,476,100,310,War,F,Chennai,45-50,12
404,245,244,492,Banking,F,Jodhpur,60-65,44
338,189,466,429,War,M,Delhi,20-25,93
461,462,431,257,Banking,F,Bangalore,35-40,29
